Generation;Fitness
[1]; 10598,86645
[2]; 9411,28146
[3]; 8408,6539
[4]; 6230,49055
[5]; 3725,7539
[6]; 3725,7539
[7]; 2618,82475
[8]; 2618,82475
[9]; 2534,39805
[10]; 1834,72713
[11]; 1728,72857
[12]; 1691,14618
[13]; 1607,3987
[14]; 1352,74473
[15]; 1098,24055
[16]; 1074,40173
[17]; 969,89466
[18]; 830,30029
[19]; 741,83831
[20]; 727,09055
[21]; 640,21696
[22]; 578,99141
[23]; 485,30245
[24]; 443,28355
[25]; 353,17071
[26]; 336,49603
[27]; 264,81429
[28]; 250,13102
[29]; 223,91277
[30]; 165,48579
[31]; 165,48579
[32]; 156,63095
[33]; 121,03095
[34]; 86,90325
[35]; 77,26515
[36]; 57,45635
[37]; 54,2342
[38]; 47,61508
[39]; 41,13023
[40]; 38,07229
[41]; 32,69921
[42]; 30,54127
[43]; 30,54127
[44]; 26,01032
[45]; 23,92143
[46]; 23,8588
[47]; 18,81905
[48]; 18,81905
[49]; 18,81905
[50]; 18,81905
