Generation;Fitness
[1]; 9702,07507
[2]; 8547,73111
[3]; 9285,97168
[4]; 8594,38114
[5]; 8765,45583
[6]; 7831,74256
[7]; 7635,87403
[8]; 9226,02375
[9]; 9046,37165
[10]; 9056,1392
[11]; 8006,81248
[12]; 8006,81248
[13]; 7547,91352
[14]; 9072,67503
[15]; 8945,42621
[16]; 9475,09984
[17]; 10068,95938
[18]; 9118,73124
[19]; 7423,06566
[20]; 10352,05164
[21]; 9187,14091
[22]; 7867,60472
[23]; 8889,2209
[24]; 8013,53619
[25]; 7172,62941
[26]; 9690,26175
[27]; 9705,20733
[28]; 8713,57036
[29]; 9225,00379
[30]; 8000,15653
[31]; 5786,23717
[32]; 5786,23717
[33]; 8173,27463
[34]; 7442,77736
[35]; 8442,7635
[36]; 10034,82767
[37]; 9309,16962
[38]; 9639,83795
[39]; 8244,47734
[40]; 8244,47734
[41]; 9133,10943
[42]; 8042,88073
[43]; 9233,78006
[44]; 8420,09213
[45]; 5541,7997
[46]; 9993,31206
[47]; 8686,32415
[48]; 9259,79941
[49]; 9170,14275
[50]; 8386,11922
[51]; 7734,31807
[52]; 6370,64362
[53]; 9242,51253
[54]; 9194,14952
[55]; 8046,81269
[56]; 8294,69761
[57]; 5175,80621
[58]; 5210,24882
[59]; 8909,48279
[60]; 8183,84913
[61]; 8188,91887
[62]; 8491,71649
[63]; 8507,43697
[64]; 8980,50511
[65]; 8089,2597
[66]; 7404,90856
[67]; 6904,08211
[68]; 5796,13311
[69]; 9416,74823
[70]; 8571,65199
[71]; 8767,6256
[72]; 8603,84024
[73]; 9617,60114
[74]; 9627,18152
[75]; 7677,29386
[76]; 8850,96627
[77]; 9833,13063
[78]; 9009,30016
[79]; 7299,71845
[80]; 9908,19931
[81]; 9222,34157
[82]; 8682,91144
[83]; 8404,52301
[84]; 9592,25318
[85]; 8690,40826
[86]; 9513,65055
[87]; 8265,05585
[88]; 10027,20948
[89]; 9882,38079
[90]; 7736,48538
[91]; 7830,98036
[92]; 7515,93335
[93]; 8675,4168
[94]; 6984,43623
[95]; 9038,26843
[96]; 6642,89149
[97]; 7268,76559
[98]; 8066,57987
[99]; 8611,10186
[100]; 7960,29137
[101]; 9476,51632
[102]; 9261,70823
[103]; 9384,47556
[104]; 9102,36236
[105]; 7823,07037
[106]; 7823,07037
[107]; 7824,26965
[108]; 9449,00592
[109]; 9449,00592
[110]; 7933,80253
[111]; 7781,34643
[112]; 8827,10627
[113]; 7457,39418
[114]; 8671,53539
[115]; 8671,53539
[116]; 8878,50766
[117]; 8692,15929
[118]; 9488,11191
[119]; 9344,10682
[120]; 8538,98552
[121]; 8538,98552
[122]; 8152,21082
[123]; 8150,95956
[124]; 8837,24071
[125]; 4919,89286
[126]; 8894,49675
[127]; 5757,29579
[128]; 8681,36168
[129]; 7778,72148
[130]; 5671,76542
[131]; 8803,44748
[132]; 8116,72618
[133]; 9208,34709
[134]; 9512,6912
[135]; 9660,77133
[136]; 9528,31006
[137]; 8711,65164
[138]; 8917,76321
[139]; 9580,00436
[140]; 8447,52167
[141]; 8269,27434
[142]; 7422,36804
[143]; 8784,51703
[144]; 9082,34712
[145]; 8129,93133
[146]; 8874,39215
[147]; 7986,65808
[148]; 7967,51473
[149]; 7967,51473
[150]; 7967,11591
[151]; 7136,10857
[152]; 7223,96188
[153]; 7217,57864
[154]; 9046,14534
[155]; 9042,38448
[156]; 9042,38448
[157]; 8718,25983
[158]; 7384,0062
[159]; 7511,38592
[160]; 7451,18575
[161]; 7451,18575
[162]; 9154,25206
[163]; 8291,22538
[164]; 7443,58124
[165]; 7751,95728
[166]; 7712,58594
[167]; 9340,0802
[168]; 9505,37287
[169]; 8743,65202
[170]; 7747,06202
[171]; 6170,03593
[172]; 9298,62633
[173]; 9091,77041
[174]; 7729,8495
[175]; 7731,02499
[176]; 7768,64074
[177]; 7747,18804
[178]; 8425,22956
[179]; 9877,79931
[180]; 7263,90137
[181]; 7263,90137
[182]; 8441,93789
[183]; 7505,64733
[184]; 9042,19688
[185]; 6960,7579
[186]; 9589,47366
[187]; 7271,96013
[188]; 9451,27795
[189]; 8686,2372
[190]; 8886,09547
[191]; 8124,05546
[192]; 8723,08537
[193]; 8810,7622
[194]; 9138,41731
[195]; 8990,96022
[196]; 8784,05453
[197]; 8717,96802
[198]; 7135,71498
[199]; 7461,85376
[200]; 9649,58573
[201]; 9226,39574
[202]; 10088,72227
[203]; 10088,72227
[204]; 8870,47161
[205]; 10133,04524
[206]; 10006,32542
[207]; 8791,4171
[208]; 8485,30231
[209]; 8099,37424
[210]; 5943,96513
[211]; 5943,96513
[212]; 8902,41853
[213]; 9526,36328
[214]; 7509,72574
[215]; 9366,72428
[216]; 8459,23368
[217]; 8996,72572
[218]; 6614,24331
[219]; 7698,69923
[220]; 6574,76574
[221]; 7363,08797
[222]; 8418,43397
[223]; 5874,91576
[224]; 5874,91576
[225]; 6254,14101
[226]; 6254,14101
[227]; 6254,14101
[228]; 8511,32511
[229]; 9045,71088
[230]; 7362,02866
[231]; 7362,02866
[232]; 9535,68411
[233]; 9079,52354
[234]; 8312,84695
[235]; 9186,42253
[236]; 8203,25241
[237]; 8028,71207
[238]; 8606,1229
[239]; 7789,83069
[240]; 8165,38012
[241]; 8150,73728
[242]; 8598,6934
[243]; 8275,03042
[244]; 8156,80405
[245]; 7461,46646
[246]; 8140,20687
[247]; 9427,34058
[248]; 9429,67646
[249]; 8147,11803
[250]; 8181,70683
[251]; 8971,41088
[252]; 5773,71696
[253]; 8341,86998
[254]; 7751,90477
[255]; 9767,3504
[256]; 9936,22477
[257]; 9673,79313
[258]; 8030,01693
[259]; 8886,3022
[260]; 9402,63455
[261]; 9244,03025
[262]; 9562,15206
[263]; 9554,72071
[264]; 8934,59421
[265]; 8934,59421
[266]; 8134,11187
[267]; 8879,61332
[268]; 7916,7419
[269]; 8826,64511
[270]; 8826,64511
[271]; 8046,15505
[272]; 9892,45159
[273]; 9920,59452
[274]; 8115,76442
[275]; 6958,3492
[276]; 8270,32386
[277]; 9839,67835
[278]; 7189,02773
[279]; 7189,02773
[280]; 8669,19709
[281]; 9664,62796
[282]; 7854,45146
[283]; 8583,45676
[284]; 9770,40018
[285]; 8397,38189
[286]; 8504,77884
[287]; 8774,60623
[288]; 9317,27199
[289]; 7739,9633
[290]; 9205,47986
[291]; 8911,77164
[292]; 9536,92728
[293]; 9427,35985
[294]; 8875,34806
[295]; 7284,30671
[296]; 9797,99477
[297]; 8497,70549
[298]; 9650,07372
[299]; 8803,14554
[300]; 8510,11312
[301]; 8517,0543
