Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-32,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -31,000;791,68579
-32,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -31,000;794,34372
-32,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -29,000;795,7653
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -31,000;796,9619
-32,000; -33,000; -54,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -31,000;799,01039
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -31,000;799,1754
-32,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 17,000; -31,000;799,54372
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -29,000;801,04141
-32,000; -33,000; -54,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -31,000;801,66833
-32,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 17,000; -31,000;802,20166
-30,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -31,000;802,60166
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -29,000;803,25491
-31,000; -33,000; -54,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -31,000;804,28651
-30,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -31,000;804,81515
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 17,000; -31,000;804,81984
-31,000; -33,000; -53,000; -31,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -31,000;805,20635
-30,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -32,000; 16,000; -29,000;806,31753
-31,000; -33,000; -54,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 16,000; -31,000;806,5
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -35,000; -32,000; -31,000; 17,000; -31,000;807,03333
-31,000; -33,000; -53,000; -32,000; -32,000; -57,000; -34,000; -36,000; -32,000; -32,000; 16,000; -29,000;807,5938
