Generation;Fitness
[1]; 10598,86645
[2]; 7592,96486
[3]; 6397,74127
[4]; 5288,61118
[5]; 5030,48975
[6]; 3381,87706
[7]; 3089,73867
[8]; 2962,75722
[9]; 2021,48745
[10]; 1901,99733
[11]; 1253,36934
[12]; 1014,66219
[13]; 951,90029
[14]; 860,2697
[15]; 795,05859
[16]; 632,89668
[17]; 632,89668
[18]; 588,85678
[19]; 527,46053
[20]; 433,43665
[21]; 419,92237
[22]; 415,66948
[23]; 370,94141
[24]; 370,94141
[25]; 358,2324
[26]; 350,93254
[27]; 336,92468
[28]; 331,15346
[29]; 307,42922
[30]; 299,28348
[31]; 275,31414
[32]; 257,56494
[33]; 247,94921
[34]; 222,47229
[35]; 219,14776
[36]; 218,10094
[37]; 216,77302
[38]; 216,77302
[39]; 211,39206
[40]; 163,40844
[41]; 163,40844
[42]; 152,90707
[43]; 148,74827
[44]; 145,60144
[45]; 139,24942
[46]; 125,37908
[47]; 98,96284
[48]; 98,96284
[49]; 83,13586
[50]; 76,43824
