Generation;Fitness
[1]; 10598,86645
[2]; 8425,89351
[3]; 8321,36652
[4]; 6241,81609
[5]; 3450,52208
[6]; 2581,50779
[7]; 2581,50779
[8]; 2432,91097
[9]; 2468,76263
[10]; 2015,71263
[11]; 1813,87771
[12]; 1518,56494
[13]; 1485,73874
[14]; 1216,72222
[15]; 1210,36429
[16]; 1020,91501
[17]; 938,24372
[18]; 907,42006
[19]; 744,97157
[20]; 697,10887
[21]; 634,26912
[22]; 543,68579
[23]; 454,84408
[24]; 454,84408
[25]; 321,24964
[26]; 299,93932
[27]; 267,60599
[28]; 240,64459
[29]; 227,33521
[30]; 209,13918
[31]; 198,74791
[32]; 166,01284
[33]; 158,44697
[34]; 136,02937
[35]; 110,88427
[36]; 92,52872
[37]; 85,29921
[38]; 68,03175
[39]; 61,21046
[40]; 54,01667
[41]; 45,48903
[42]; 37,3127
[43]; 32,45411
[44]; 27,84603
[45]; 21,44603
[46]; 20,34365
[47]; 14,96032
[48]; 7,85794
[49]; 7,85794
[50]; 0
[51]; 0
