Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
104,447; 60,146; 95,425; 55,931; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 64,485; 63,705;1354,01337
104,447; 60,146; 95,425; 55,931; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 63,455;1354,03083
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 64,485; 63,705;1354,11022
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 63,455;1354,12769
104,447; 60,146; 95,425; 55,931; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 63,486; 63,455;1354,16535
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 64,485; 63,705;1354,24474
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 63,486; 63,455;1354,26221
104,447; 60,146; 95,425; 55,931; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 63,705;1354,26353
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 63,705;1354,36038
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 63,486; 63,705;1354,4949
104,447; 60,021; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 63,455;1354,56784
104,447; 60,021; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 63,486; 63,455;1354,70237
104,447; 60,021; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 63,705;1354,80054
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,551; 65,016; 63,486; 63,455;1354,80175
104,447; 60,021; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 63,486; 63,705;1354,93506
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,551; 65,047; 63,486; 63,455;1354,93627
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,551; 65,047; 63,486; 63,705;1355,16897
104,447; 60,021; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,551; 65,047; 63,486; 63,455;1355,37643
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,016; 63,486; 65,453;1357,73762
104,447; 60,146; 95,425; 55,900; 55,088; 38,229; 127,707; 65,890; 61,675; 65,047; 63,486; 65,453;1357,8097
