Generation;Fitness
[1]; 34,25943
[2]; 10,76161
[3]; 5,61328
[4]; 3,26384
[5]; 1,90296
[6]; 1,18633
[7]; 0,71838
[8]; 0,37251
[9]; 0,19611
[10]; 0,14854
[11]; 0,10983
[12]; 0,09093
[13]; 0,08139
[14]; 0,08724
[15]; 0,07754
[16]; 0,07949
[17]; 0,08081
[18]; 0,08071
[19]; 0,07761
[20]; 0,06766
[21]; 0,0627
[22]; 0,07538
[23]; 0,06359
[24]; 0,07475
[25]; 0,07251
[26]; 0,05911
[27]; 0,07353
[28]; 0,07557
[29]; 0,06663
[30]; 0,07514
[31]; 0,07565
[32]; 0,06802
[33]; 0,07031
[34]; 0,07672
[35]; 0,06853
[36]; 0,06187
[37]; 0,07382
[38]; 0,06531
[39]; 0,06311
[40]; 0,06878
[41]; 0,06359
[42]; 0,07208
[43]; 0,07305
[44]; 0,06871
[45]; 0,07605
[46]; 0,07314
[47]; 0,058
[48]; 0,07319
[49]; 0,06787
[50]; 0,07128
[51]; 0,06767
