Generation;Fitness
[1]; 10598,86645
[2]; 9930,62453
[3]; 9133,35079
[4]; 9133,35079
[5]; 8296,09812
[6]; 8296,09812
[7]; 8296,09812
[8]; 8296,09812
[9]; 8296,09812
[10]; 8296,09812
[11]; 8296,09812
[12]; 8296,09812
[13]; 8296,09812
[14]; 8296,09812
[15]; 8296,09812
[16]; 7642,97345
[17]; 7642,97345
[18]; 7199,55137
[19]; 7199,55137
[20]; 7199,55137
[21]; 7199,55137
[22]; 7199,55137
[23]; 7028,70887
[24]; 7028,70887
[25]; 7028,70887
[26]; 7028,70887
[27]; 7028,70887
[28]; 7028,70887
[29]; 7028,70887
[30]; 7028,70887
[31]; 7028,70887
[32]; 7028,70887
[33]; 7028,70887
[34]; 7028,70887
[35]; 7028,70887
[36]; 7028,70887
[37]; 7028,70887
[38]; 7028,70887
[39]; 7028,70887
[40]; 7028,70887
[41]; 7028,70887
[42]; 7028,70887
[43]; 7028,70887
[44]; 7028,70887
[45]; 7028,70887
[46]; 7028,70887
[47]; 7028,70887
[48]; 7028,70887
[49]; 7028,70887
[50]; 7028,70887
[51]; 7028,70887
[52]; 7028,70887
[53]; 7028,70887
[54]; 7028,70887
[55]; 7028,70887
[56]; 7028,70887
[57]; 7028,70887
[58]; 7028,70887
[59]; 7028,70887
[60]; 7028,70887
[61]; 7028,70887
[62]; 7028,70887
[63]; 7028,70887
[64]; 7028,70887
[65]; 7028,70887
[66]; 7028,70887
[67]; 7028,70887
[68]; 7028,70887
[69]; 7028,70887
[70]; 7028,70887
[71]; 7028,70887
[72]; 7028,70887
[73]; 7028,70887
[74]; 6595,3438
[75]; 6595,3438
[76]; 6595,3438
[77]; 6595,3438
[78]; 6595,3438
[79]; 6595,3438
[80]; 6595,3438
[81]; 6595,3438
[82]; 6595,3438
[83]; 6595,3438
[84]; 6595,3438
[85]; 6595,3438
[86]; 6595,3438
[87]; 6595,3438
[88]; 6595,3438
[89]; 6595,3438
[90]; 6309,01212
[91]; 6309,01212
[92]; 6309,01212
[93]; 6309,01212
[94]; 6309,01212
[95]; 6309,01212
[96]; 6309,01212
[97]; 6309,01212
[98]; 6309,01212
[99]; 6309,01212
[100]; 6309,01212
[101]; 6309,01212
[102]; 6309,01212
[103]; 6309,01212
[104]; 6309,01212
[105]; 6309,01212
[106]; 6309,01212
[107]; 6309,01212
[108]; 6309,01212
[109]; 6309,01212
[110]; 6309,01212
[111]; 6309,01212
[112]; 6309,01212
[113]; 6309,01212
[114]; 6309,01212
[115]; 6309,01212
[116]; 6309,01212
[117]; 6309,01212
[118]; 6309,01212
[119]; 6309,01212
[120]; 6309,01212
[121]; 6309,01212
[122]; 6309,01212
[123]; 6309,01212
[124]; 6309,01212
