Generation;Fitness
[1]; 9702,07507
[2]; 9159,50036
[3]; 5885,2424
[4]; 5687,39295
[5]; 5647,12247
[6]; 3795,93831
[7]; 2946,6464
[8]; 2946,6464
[9]; 2608,38077
[10]; 2164,54458
[11]; 2029,33713
[12]; 1722,25804
[13]; 1616,22451
[14]; 1409,64995
[15]; 1131,23118
[16]; 1091,38901
[17]; 973,71441
[18]; 709,52539
[19]; 655,20388
[20]; 655,20388
[21]; 648,71091
[22]; 627,68346
[23]; 575,26855
[24]; 537,42083
[25]; 522,94852
[26]; 470,63932
[27]; 462,48855
[28]; 424,92971
[29]; 424,92971
[30]; 387,84684
[31]; 362,43835
[32]; 349,19315
[33]; 336,9945
[34]; 323,55532
[35]; 280,08017
[36]; 275,61863
[37]; 259,1503
[38]; 249,32173
[39]; 247,84976
[40]; 246,35296
[41]; 244,18443
[42]; 237,56855
[43]; 231,52276
[44]; 231,20872
[45]; 229,98125
[46]; 226,38458
[47]; 223,98378
[48]; 221,45306
[49]; 220,09542
[50]; 218,69311
