Generation;Fitness
[1]; 10598,86645
[2]; 8995,92201
[3]; 7275,39185
[4]; 9837,57778
[5]; 9424,10599
[6]; 9278,74964
[7]; 8187,78203
[8]; 5923,73766
[9]; 9224,9013
[10]; 7846,33038
[11]; 7879,17554
[12]; 7991,02215
[13]; 8182,47612
[14]; 7044,6057
[15]; 9235,09538
[16]; 9207,47352
[17]; 10171,78874
[18]; 8345,46277
[19]; 8127,8513
[20]; 9331,78557
[21]; 9877,51609
[22]; 9223,70613
[23]; 8886,66861
[24]; 8793,38052
[25]; 7810,27431
[26]; 7738,02114
[27]; 8337,64019
[28]; 8071,76407
[29]; 8537,17367
[30]; 8846,51948
[31]; 8468,88608
[32]; 8123,02706
[33]; 8170,85498
[34]; 7568,60188
[35]; 7971,45981
[36]; 8466,14156
[37]; 7591,81089
[38]; 9531,63038
[39]; 9998,1912
[40]; 8132,8158
[41]; 9131,56544
[42]; 8450,10794
[43]; 8177,79964
[44]; 6990,9443
[45]; 7996,42157
[46]; 7671,3689
[47]; 7188,18853
[48]; 9026,41804
[49]; 9036,72453
[50]; 8765,50108
[51]; 9432,38023
[52]; 9470,87165
[53]; 9682,11739
[54]; 8969,86457
[55]; 9556,85801
[56]; 7998,9132
[57]; 8896,74206
[58]; 6856,59495
[59]; 7180,53745
[60]; 9564,54012
[61]; 9060,00916
[62]; 9153,88081
[63]; 9130,82294
[64]; 7609,77273
[65]; 8325,69719
[66]; 8422,65382
[67]; 8188,39192
[68]; 8190,39856
[69]; 8404,25397
[70]; 8825,26566
[71]; 8646,41255
[72]; 8476,1153
[73]; 9677,94149
[74]; 6395,10592
[75]; 10198,86703
[76]; 9538,22951
[77]; 6494,89423
[78]; 6445,34646
[79]; 9585,66205
[80]; 7743,91097
[81]; 7264,9303
[82]; 7928,25844
[83]; 7833,86234
[84]; 7551,83153
[85]; 7990,31854
[86]; 8456,13788
[87]; 8238,24856
[88]; 8566,28449
[89]; 7434,03802
[90]; 7422,90779
[91]; 8027,26739
[92]; 7376,4329
[93]; 8347,59452
[94]; 8011,75094
[95]; 8330,46999
[96]; 9018,62431
[97]; 9089,37323
[98]; 6736,63745
[99]; 8929,73579
[100]; 7494,45043
[101]; 8607,09076
[102]; 10075,74278
[103]; 9263,29069
[104]; 10053,46501
[105]; 10775,50794
[106]; 9933,60873
[107]; 8856,74856
[108]; 9353,01883
[109]; 9511,35375
[110]; 7177,94033
[111]; 6918,58189
[112]; 8206,08001
[113]; 8994,41912
[114]; 8051,46508
[115]; 9924,24192
[116]; 9911,62922
[117]; 9391,7938
[118]; 9306,73687
[119]; 8182,82121
[120]; 9993,39928
[121]; 8657,3917
[122]; 8762,0145
[123]; 9073,31551
[124]; 9698,84784
[125]; 8782,94776
[126]; 9789,60664
[127]; 8871,79055
[128]; 8004,20469
[129]; 8185,3114
[130]; 7524,05281
[131]; 8239,53737
[132]; 8040,92792
[133]; 8032,84841
[134]; 6838,83449
[135]; 7462,49127
[136]; 8030,77496
[137]; 6493,22727
[138]; 9287,79812
[139]; 7517,24257
[140]; 7474,54646
[141]; 7846,43781
[142]; 6326,21356
[143]; 7229,29646
[144]; 7725,84358
[145]; 7924,33175
[146]; 8499,37439
[147]; 9053,93196
[148]; 7205,22222
[149]; 5612,09524
[150]; 4722,47359
